,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Y
13385,30000,1,2,2,34,0,0,0,0,0,0,29949,24653,29779,29749,30053,29674,6000,12000,6000,6000,5000,5000,18653,23779,23749,25053,24674,4007,2434,2015,1681,1664,0
13386,140000,2,1,1,56,0,0,0,0,0,0,138468,93802,94531,96264,98135,100062,4300,3500,3600,3881,4200,3521,89502,90931,92664,93935,95862,253,384,411,436,359,0
13387,150000,2,3,1,39,0,0,0,0,0,0,108755,112554,113583,115846,118369,121786,5163,4000,3764,4000,5000,5030,107391,109819,112082,113369,116786,368,334,352,432,425,0
13388,280000,1,3,1,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,16991,10447,6006,6006,6147,5001,258979,274270,182917,186186,189627,385,218,214,325,260,1
13389,20000,1,3,1,45,-1,2,0,0,2,0,5577,5346,9984,19089,18356,17203,0,5000,10089,0,2000,4166,5346,-105,9000,16356,15203,8965,18872,0,1048,2270,0
13390,340000,2,3,1,36,-1,2,2,-1,-1,2,2566,1689,-11,35947,83360,82516,8,0,35958,50000,0,10000,1681,-35969,-11,83360,82516,0,212895,-45454545,0,1200,0
13391,60000,1,2,2,25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,2017,5,1000,5000,1000,603,20066,14444,12695,16598,16472,1,453,3238,730,343,1
13392,20000,1,1,1,62,0,0,0,0,0,0,17607,18711,9540,10540,11540,0,1500,1000,1000,1000,0,0,17211,8540,9540,11540,0,568,534,1048,0,0,0
13393,50000,2,1,2,25,0,0,0,0,0,0,23794,22588,20376,10203,9868,9700,1398,1136,483,340,368,300,21190,19893,9720,9500,9332,477,214,167,361,304,0
13394,200000,2,2,1,35,0,0,0,0,0,0,71561,74084,74770,75826,77741,79597,4000,3010,2600,3000,3000,3000,70084,72170,73226,74741,76597,421,351,401,396,386,0
13395,180000,2,1,2,30,0,0,0,0,0,0,40311,43847,50763,69026,32030,33679,10000,10000,23000,5000,4000,3500,33847,27763,46026,28030,29679,2481,5246,985,579,1093,0
13396,240000,2,1,1,34,0,0,0,0,0,0,41484,42522,43538,44402,45333,46551,1709,1725,1589,1646,1972,1263,40813,41949,42813,43361,44579,416,374,378,444,279,0
13397,360000,1,2,2,32,0,0,0,2,0,0,33215,28683,16989,12751,10272,9631,1331,6478,14,443,6093,190,27352,16975,12737,4179,3538,1950,5,261,4778,185,0
13398,50000,2,2,1,26,0,0,0,0,-1,0,49744,40859,20706,-1166,19133,19127,1500,1206,0,20689,697,641,39359,20706,-1166,18436,18430,242,0,9992,-5978,335,0
13399,100000,1,3,2,50,0,0,0,0,0,0,95889,96791,97414,69166,53270,-1465,4200,2785,2291,1965,1465,62121,92591,95123,66875,51805,-2930,290,237,202,212,11662,0
13400,80000,2,3,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,10000,10000,10000,1
13401,50000,2,3,1,32,2,2,2,2,2,2,46364,47429,46345,49231,48537,46774,2100,0,3600,1900,0,3285,45329,42745,45631,48537,46774,0,759,410,0,677,1
13402,420000,2,3,2,27,-2,-2,-1,0,0,0,1486,-3341,116659,119808,122181,130976,2679,120000,5003,5000,10979,5016,-6020,111656,114805,111202,119997,807537,-14975,429,916,411,1
13403,190000,2,1,1,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000,0,78360,100000,143953,146223,510204,3914,2850,552,662,0
13404,180000,2,2,1,33,1,-1,0,0,0,0,-84,482,6566,6905,7385,7847,982,6500,1000,1000,1000,1000,-500,5566,5905,6385,6847,-773810,20747,1523,1448,1354,0
13405,40000,2,1,2,22,0,0,0,0,0,0,34521,35662,36918,37478,20650,0,2000,2000,1071,1500,0,0,33662,35847,36407,20650,0,579,300,406,0,0,1
13406,50000,1,2,2,43,1,2,2,0,0,0,44344,45363,44326,44901,45844,48385,2021,0,1596,1655,3684,0,43342,42730,43305,42160,44701,0,352,373,820,0,1
13407,10000,1,2,2,23,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,2400,2400,2400,2400,2400,0,0,0,0,0,1
13408,200000,2,1,2,39,0,0,0,0,0,0,155693,158710,133245,131906,135533,137809,6000,5000,4871,5905,5491,5000,152710,128374,127035,130042,132318,321,307,443,416,369,0
13409,120000,1,3,1,39,-1,-1,-1,0,0,0,7764,10721,30607,25005,19771,34315,10730,30629,0,0,27000,18125,-9,30607,25005,-7229,7315,39450,0,0,10798,9167,0
13410,100000,2,2,1,48,2,2,2,0,0,0,44050,44508,42925,45596,46022,46785,1800,0,3548,1668,1677,1668,42708,39377,42048,44345,45108,0,797,389,368,362,0
13411,100000,2,1,2,24,0,-1,-1,-2,-2,-2,93411,4081,0,0,0,0,11645,0,0,0,0,0,-7564,0,0,0,0,0,0,10000,10000,10000,0
13412,360000,1,1,2,29,0,0,0,-2,-1,-1,229928,32890,-10,-10,2150,0,4905,0,0,2160,0,0,27985,-10,-10,2150,0,0,0,-2160000,0,0,0
13413,100000,2,2,1,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,316,316,316,2588,1098,0,0,0,0,1490,-316,10000,10000,81899,34747,0,1
13414,290000,2,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039,-11,-1441,-10,-3828,-27,1337,9234,22713,25382,31672,1
13415,240000,1,1,2,34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000,37994,373,0,5928,1545,2357,2401,2106,1315,1403,0
13416,290000,2,2,1,37,0,0,0,0,-1,0,48978,58858,36129,20369,29521,59219,20078,5017,509,29526,35000,93600,38780,35620,19860,-5479,24219,1024,86,8172,17183,31706,0
13417,500000,2,2,2,33,-2,-1,0,0,-2,-2,11058,18578,84087,50058,35036,4757,18641,75207,5100,5089,118,1647,-63,78987,44958,34918,4639,68011,2745,605,24,470,0
13418,50000,1,2,1,32,1,3,2,2,2,2,14949,14424,15888,15335,16485,16070,0,2000,0,1400,0,1600,14424,15888,15335,16485,16070,1338,0,881,0,971,1
13419,220000,2,2,2,30,0,0,0,0,0,0,18598,24781,22901,23815,37748,16657,10000,2015,5000,20000,3000,1210,14781,17901,18815,34748,13657,1083,2018,8733,1260,321,0
13420,20000,1,2,1,44,0,0,0,0,0,0,17441,17696,18672,18654,19584,19390,1309,1285,657,2000,388,390,16387,18015,17997,19196,19002,737,371,1071,208,199,1
13421,420000,2,2,1,36,0,0,0,0,0,0,185882,172613,134188,121983,111256,103481,10000,10000,10000,11256,13841,15059,162613,124188,111983,97415,89640,538,579,839,1135,1354,0
13422,100000,2,1,2,29,2,2,2,2,2,2,74032,75557,76434,74611,79292,80945,3300,2700,0,5900,3100,0,72257,76434,74611,76192,77845,365,0,772,415,0,0
13423,230000,2,1,1,43,-1,-1,-1,-1,-1,3,3245,1855,5776,1332,5342,3162,1867,5816,1340,5342,4,0,-12,4436,-8,5338,3158,17923,7224,9249,30,0,1
13424,50000,2,2,1,53,0,0,0,0,-1,2,46940,48372,48184,3736,2003,380,2188,1000,75,2003,0,0,46184,48109,3661,2003,380,213,16,416,0,0,1
13425,70000,1,1,1,42,0,0,2,2,0,0,119687,127218,128391,125183,124527,125255,11100,4551,9,4230,4253,4545,116118,128382,125174,120274,121002,380,1,329,340,365,0
13426,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,914,907,900,923,922,900,907,900,923,922,900,946,0,-23,0,22,0,9847,10176,10244,9751,10260,0
13427,90000,1,1,2,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,750,3091,4983,3396,1464,750,3091,5943,0,1932,-7,-2341,0,10041,2938,2208,21215,79240,0
13428,50000,1,2,2,24,0,0,0,0,0,0,44193,44790,29397,29157,29765,29941,1806,1752,1168,1205,1207,1199,42984,28229,27989,28558,28734,396,261,410,414,403,0
13429,50000,2,3,2,22,2,2,2,0,0,0,42717,51319,50245,9246,18992,9697,9289,300,332,400,358,350,42030,49913,8914,18634,9339,70,65,80,387,184,0
13430,60000,2,1,2,26,1,-2,-1,-1,0,0,0,0,539,37970,39354,40048,0,539,37970,2000,1500,1481,0,-37431,0,37854,38548,10000,10000,37106,395,376,0
13431,50000,2,3,2,41,2,2,0,0,0,0,23203,23534,24838,25429,26020,26541,1000,2000,1000,1000,955,1500,22534,23838,24429,25065,25586,862,425,403,376,576,1
13432,300000,2,1,1,58,-2,-2,-2,-2,-2,-2,1257,2851,0,4319,0,0,2851,0,4319,0,0,6860,0,-4319,0,0,0,0,15149,10000,0,10000,0
13433,30000,2,1,2,36,0,0,2,0,-1,-1,14254,16598,15908,16029,6501,0,2890,0,321,6501,0,0,13708,15587,15708,6501,0,0,193,4087,0,0,1
13434,10000,1,1,2,25,0,0,0,0,0,0,9501,5794,7109,9082,7165,6951,1300,2000,3000,234,284,1149,4494,4109,6082,6881,6667,2105,5178,329,313,1604,0
13435,70000,1,1,2,30,0,0,0,0,0,0,36201,25510,11402,8464,6464,-1000,1586,1000,0,0,0,0,23924,11402,8464,6464,-1000,276,0,0,0,0,0
13436,160000,1,2,2,32,0,0,0,0,0,0,22506,24135,25418,28196,29961,49404,2000,2000,3000,2000,20000,2000,22135,22418,25196,9961,29404,889,1243,787,7093,668,0
13437,260000,1,2,2,30,0,0,0,0,0,0,434442,443629,452727,48238,19335,7093,10000,10031,2141,3074,3000,3000,433629,450586,46097,16335,4093,231,48,68,622,1552,0
13438,360000,1,1,2,39,0,0,0,0,0,0,163150,150666,173353,156875,64965,36290,50122,50181,20609,30291,30121,30092,100544,152744,136266,34844,6169,3076,1368,1747,1920,4632,0
13439,60000,2,3,1,30,1,2,0,0,0,0,15442,16091,17512,18413,19951,21454,1200,2000,1500,2000,2000,1300,14891,16012,16913,17951,19454,1295,932,1142,1086,652,0
13440,180000,2,2,2,39,0,-1,-1,-1,-1,-1,57500,785,47392,0,460,0,785,47822,0,460,0,2070,0,47392,0,460,0,8317,0,97,10000,45000,0
13441,40000,2,2,2,23,2,2,2,2,2,2,33699,34766,33903,36266,36935,33441,1900,0,3200,1350,0,1400,32866,30703,33066,36935,33441,0,920,398,0,379,1
13442,160000,1,2,2,36,-1,-1,-1,0,-1,-1,836,836,1672,836,836,836,836,1672,0,836,836,836,0,1672,836,0,0,20000,0,5000,10000,10000,0
13443,610000,2,1,2,35,0,0,0,0,0,0,389335,388150,392776,399343,402432,409912,14117,14100,14144,17100,17500,3600,374033,378632,385199,384932,392412,362,364,435,438,89,0
13444,50000,2,3,2,35,0,0,0,0,0,0,9999,11020,12027,12109,12360,12602,1489,1496,578,594,596,613,9531,11449,11531,11764,12006,1496,525,494,492,496,0
13445,320000,1,1,1,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,221730,18300,8000,7700,7700,0,7900,197092,210670,213277,225021,221730,396,357,353,0,351,1
13446,150000,1,1,2,29,-1,0,0,0,0,-1,108756,152194,105290,149530,146455,141711,46980,64890,122080,106625,141711,138195,105214,-16790,27450,4744,0,5967,8021,10127,9477,9436,0
13447,170000,1,1,1,36,-1,-1,-1,-1,-1,-1,2015,2015,2015,2015,2015,1925,2015,2015,2015,2015,1925,2105,0,0,0,90,0,10000,10000,10000,9553,10447,0
13448,500000,1,2,1,53,-2,-2,-2,-2,-2,-2,37979,9482,6058,7859,126683,7440,9482,6058,7859,126683,7440,8259,0,-1801,0,119243,0,1595,8288,209117,9467,652,0
13449,200000,1,2,1,57,-1,-1,-1,-1,-1,-1,780,0,780,390,0,390,0,780,390,0,390,390,0,390,0,-390,0,10000,10000,0,10000,10000,0
13450,290000,2,1,2,27,0,0,0,0,0,0,110359,108371,102628,100000,92238,90447,5000,6039,4000,4000,4000,3000,103371,98628,96000,88238,86447,547,369,390,400,325,0
13451,40000,2,2,2,53,3,2,2,0,0,2,14186,15264,14708,14704,16997,16568,1600,0,500,2500,0,209,13664,14208,14204,16997,16568,0,328,1700,0,123,0
13452,300000,2,1,2,30,-1,-1,-1,-1,-1,-1,6045,7151,4790,3145,4274,0,7157,4790,3145,4274,0,2215,-6,1645,0,4274,0,7924,4398,8923,0,5182,0
13453,50000,1,3,2,32,2,0,0,0,0,0,40486,41526,42539,43532,42858,43481,1691,1704,1697,1558,1727,1446,39835,40842,41835,41131,41754,421,409,366,397,337,1
13454,20000,1,2,2,29,0,0,0,0,2,0,10321,11348,12359,13730,13371,13491,1200,1208,1579,0,608,2000,10148,10780,12151,12763,12883,1170,1391,0,443,1496,0
13455,30000,2,2,1,22,1,2,2,0,0,0,28933,30175,29383,29823,30379,29686,2000,0,1200,1162,1097,3846,28175,28183,28623,29282,28589,0,398,395,368,1266,0
13456,140000,1,2,2,34,1,2,2,0,0,0,94153,100214,97720,98997,101439,103840,8500,0,3800,4200,4250,4100,91714,93920,95197,97189,99590,0,379,430,429,404,0
13457,80000,1,2,1,32,-1,-1,-1,-1,-1,-1,1253,4091,4111,940,1550,4030,4091,4120,949,1550,4030,6030,0,3162,-9,-2480,0,32881,2320,3770,42872,38903,0
13458,260000,2,2,2,35,1,-2,-2,-1,-1,-1,0,0,0,8500,2890,210,0,0,8500,2890,210,48000,0,-8500,0,2680,0,10000,10000,10000,247,166090,0
13459,130000,2,1,2,27,1,-2,-1,0,0,0,-24,-350,30656,29426,29100,-1410,326,32100,0,0,0,0,-676,30656,29426,29100,-1410,-13375000,0,0,0,0,1
13460,380000,2,3,2,39,0,0,0,0,0,0,55241,49773,81365,87341,87358,103740,10000,60218,10076,15012,20667,15000,39773,71289,77265,66691,83073,10901,2024,1845,2366,1717,0
13461,200000,1,2,1,36,1,-2,-2,-2,-1,-1,0,0,0,0,1680,0,0,0,0,1680,0,0,0,0,0,1680,0,10000,10000,10000,10000,0,0
13462,50000,2,3,1,46,0,0,0,0,0,0,21453,22365,12874,13341,10556,9396,1634,1143,610,509,500,1000,20731,12264,12731,10056,8896,533,273,395,375,947,0
13463,50000,1,1,2,25,0,0,0,0,0,0,49654,49917,25239,10228,10107,9178,1600,2310,303,369,331,4,48317,24936,9925,9776,8847,465,61,146,324,4,0
13464,90000,2,2,1,26,0,0,0,0,-1,-1,47121,49332,47590,50000,780,0,3000,2000,3000,780,0,2808,46332,44590,47000,780,0,424,608,164,0,36000,0
13465,20000,1,1,2,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,-1000,0,10000,10000,10000,10000,10000,1
13466,140000,2,2,1,26,0,0,0,2,2,2,75289,90613,54597,31734,27211,23784,20000,3011,0,3000,0,5000,70613,54597,31734,27211,23784,400,0,549,0,1837,0
13467,30000,1,3,3,45,0,0,2,0,0,2,21325,24355,23670,24002,26373,25798,3376,0,1023,2925,0,1000,20979,22647,22979,26373,25798,0,420,1236,0,379,0
13468,230000,1,1,2,28,0,0,0,2,-1,-1,6289,10112,8637,7277,2818,2455,5112,7283,0,3000,2455,1285,5000,8637,7277,363,0,11581,0,3473,3374,4560,0
13469,100000,1,3,1,36,2,0,0,2,0,0,8674,10520,13337,12829,15446,17178,2000,3000,0,3000,2000,2000,8520,13337,12829,13446,15178,3459,0,2249,1559,1295,1
13470,240000,2,1,2,46,2,2,-2,-1,0,-1,456,0,0,2240,1681,2267,0,0,2240,0,2267,3074,0,-2240,0,-586,0,0,10000,10000,10121,18287,0
13471,200000,1,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,10000,10000,10000,1
13472,80000,1,1,2,26,0,0,0,0,0,0,83593,72883,67337,60807,59088,47829,2727,3170,1940,2200,1700,1708,70156,65397,58867,57388,46129,379,266,327,280,289,0
13473,360000,1,1,1,56,-1,-1,-2,-1,-1,-1,1094,0,0,1149,2386,5103,0,0,1149,2386,5103,0,0,-1149,0,-2717,0,0,10000,10000,44413,0,0
13474,150000,1,2,2,37,0,0,0,0,0,0,71341,62432,56091,58919,60363,40448,4117,4002,5000,1925,5316,5000,58315,51091,53919,55047,35132,561,801,343,902,828,0
13475,130000,1,2,2,27,0,0,0,0,0,0,29078,30110,31119,31891,32429,33035,1506,1515,1287,1200,1341,1663,28604,29832,30604,31088,31694,521,427,386,420,513,0
13476,30000,2,2,1,56,0,0,2,0,0,2,11564,14099,13580,13657,16356,16540,3042,0,600,2942,600,0,11057,12980,13057,15756,15940,0,426,2166,439,0,0
13477,250000,1,1,2,33,0,0,0,0,0,0,28306,20367,19509,42394,46739,55573,10000,1504,25000,10000,10002,5200,10367,-5491,17394,36737,45571,531,12275,5126,2359,1113,0
13478,500000,1,1,1,42,-2,-2,-2,-2,-1,0,38525,6281,12855,18041,286939,286836,6283,12859,18041,292462,10593,12200,-2,-5186,0,276346,276243,3338,28723,227508,5872,425,1
13479,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,17760,17327,2000,1000,1000,1000,0,1000,14327,15762,16182,17760,17327,672,612,597,0,563,1
13480,390000,1,1,1,41,2,2,2,2,2,2,167795,171245,167317,175283,179140,182864,7299,0,12000,6500,6500,0,163946,155317,163283,172640,176364,0,701,388,371,0,1
13481,390000,2,1,2,27,0,0,0,0,0,0,78549,81775,82963,84236,84971,87112,4500,4000,3500,4000,3500,10000,77275,79463,80736,81471,83612,509,428,482,415,1177,0
13482,360000,1,2,2,37,1,-2,-1,-1,-1,-1,-490,-870,390,-710,260,10,0,2000,0,1500,1000,1000,-870,390,-710,-740,-990,-40816,0,38462,-14085,38462,0
13483,90000,2,2,1,25,0,0,0,0,0,0,57846,50663,45515,42599,38559,36337,2018,2033,2016,2010,2010,1114,48645,43499,40583,36549,34327,351,398,442,472,289,0
13484,100000,2,3,1,35,0,0,0,0,0,0,47843,48885,49904,50774,51957,52991,2111,2130,2000,2000,1898,2000,46774,47904,48774,50059,51093,445,409,401,374,385,0
13485,30000,1,3,1,31,2,-1,-1,-1,-1,-1,390,390,390,0,780,0,390,390,0,780,0,0,0,390,0,780,0,10000,0,20000,10000,0,0
13486,160000,1,3,2,25,0,0,-2,-2,-2,-2,31400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,10000,10000,0
13487,20000,1,1,2,26,1,2,0,0,0,0,15397,10403,7207,7351,7512,8380,0,1500,264,280,1000,813,10403,6943,7087,6512,7380,974,254,389,1360,1082,0
13488,240000,2,1,2,36,0,0,0,0,0,0,7283,5266,5113,7113,7113,4178,1263,1000,2000,2500,2000,5000,4003,3113,5113,5113,2178,1373,3798,4889,2812,7029,0
13489,80000,1,1,2,26,2,3,2,2,2,2,61851,62271,63154,63519,64351,67122,2000,2500,2000,2000,4000,2700,60271,61154,61519,60351,63122,404,321,317,630,420,1
13490,30000,2,2,2,22,0,0,0,0,0,0,29668,29744,29068,29567,29144,29541,1555,2165,3002,1005,3000,2000,28189,26066,26565,26144,26541,730,1009,346,1015,686,0
13491,150000,1,2,1,45,0,0,0,0,0,0,44832,46939,57181,49453,86869,79150,6020,15043,5021,46034,5002,5000,40919,52160,44432,81867,74148,3355,1070,8051,1011,576,0
13492,160000,2,2,2,28,0,0,0,0,0,0,84668,88294,91784,108310,103166,104677,5000,5000,20000,5000,5400,6100,83294,71784,88310,97766,99277,591,2265,545,499,591,0
13493,20000,2,1,1,58,0,0,0,0,0,0,17241,18463,19640,19114,18679,15000,1500,1626,100,600,300,0,16963,19540,19014,18379,14700,943,54,305,157,0,0
13494,230000,1,1,1,45,0,0,0,0,0,0,26071,27937,28774,29202,29683,30277,2200,2000,1100,1000,980,1012,25737,27674,28102,28703,29297,767,394,348,336,341,0
13495,100000,2,2,1,46,0,0,0,0,0,0,98200,74247,71635,72809,74100,75316,3228,3000,2743,3000,3000,3000,71019,68892,70066,71100,72316,305,369,419,412,405,0
13496,420000,1,2,2,39,0,0,0,0,0,0,204984,209929,190689,173547,176980,180109,8006,7000,6000,6500,6500,10000,201923,184689,167547,170480,173609,341,286,341,375,565,0
13497,480000,2,2,1,37,-1,-1,-1,-1,-1,-1,24887,27984,82870,52263,19518,14785,27994,82979,52263,19518,14785,7931,-10,30607,0,4733,0,33342,18676,2355,2829,4063,0
13498,10000,1,3,1,37,-1,-1,-1,-1,-1,-1,678,500,381,2977,1000,0,602,381,2986,1203,0,0,-102,-2605,-9,1000,0,5619,59720,31575,0,0,1
13499,180000,2,3,1,41,2,2,2,0,0,0,100094,101204,98680,100644,102750,104792,3582,0,3605,3731,3752,4038,97622,95075,97039,98998,101040,0,356,378,373,393,1
13500,200000,1,1,2,32,-2,-2,-2,-2,-1,-1,47244,92754,57928,523,223,7037,62330,57928,523,223,7037,11000,30424,57405,0,-6814,0,12261,56,38,134551,493274,0
13501,140000,1,2,2,36,1,2,2,2,2,2,44570,45563,46115,47053,48150,49009,2000,1600,2000,2000,1800,0,43563,44115,45053,46350,47209,359,439,434,383,0,1
13502,20000,2,1,1,23,0,0,0,0,0,0,11862,11259,12482,10528,9293,17099,1300,1446,500,500,8000,1000,9959,11982,10028,1293,9099,1219,444,401,7599,1076,0
13503,80000,2,1,2,39,-2,-1,-1,-1,-1,-1,-224,1357,3446,4969,0,2650,1581,3466,4969,0,2650,935,-224,-1523,0,-2650,0,-154732,36618,0,5333,10000,0
13504,10000,2,2,1,29,0,0,0,0,0,0,7170,8158,9593,10104,9923,8032,1500,2000,1000,313,356,3000,6658,8593,9104,9567,7676,2789,1226,326,352,3023,1
13505,50000,1,2,1,35,-1,2,0,0,0,0,15609,14686,15831,16884,18070,19218,0,2100,2000,2000,2000,2000,14686,13831,14884,16070,17218,1345,1362,1263,1185,1107,1
13506,340000,1,3,2,38,-2,-2,-2,-2,-2,-2,660,1131,291,291,291,291,1131,291,291,291,291,8048,0,0,0,0,0,4409,2573,10000,10000,276564,0
13507,330000,2,2,2,39,0,0,0,0,0,0,156853,139687,120586,123152,115105,85737,5757,3923,4108,3632,3779,3672,133930,116478,119044,111326,81958,250,294,301,307,319,0
13508,230000,2,1,1,47,-1,-1,-1,0,0,-1,740,740,10860,10120,7050,740,740,10860,0,0,740,0,0,10860,10120,6310,0,146757,0,0,731,0,0
13509,360000,1,1,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,10000,10000,10000,0
13510,30000,2,3,3,48,0,0,2,0,0,0,18385,20422,18905,24817,29220,17260,4000,0,10000,5000,1700,0,16422,8905,14817,27520,15560,0,4897,2645,685,0,0
13511,500000,1,1,2,42,2,0,0,0,0,0,419352,428101,436809,443840,452841,468305,17008,17326,16101,16634,23501,20623,411093,420708,427739,429340,444804,413,376,381,529,455,1
13512,200000,1,1,1,42,-1,-1,-1,-1,-1,0,3664,718,2946,390,390,390,718,2946,390,390,0,1313,0,2556,0,390,390,8040,5432,1324,0,33667,0
13513,50000,2,2,1,55,0,0,0,0,0,0,41768,42561,42871,7606,11267,14453,2079,2001,500,4423,4000,2000,40482,42371,7106,7267,10453,479,117,1032,5259,1775,1
13514,240000,2,3,2,36,0,0,0,0,0,0,236267,239009,193335,194976,197168,196918,9000,7500,7000,6622,17150,20000,230009,186335,187976,180018,179768,317,293,343,880,1014,1
13515,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0,632,0,3152,316,0,0,632,0,2836,0,9518,10000,49873,10000,0,0
13516,20000,2,3,2,24,1,-1,-1,-2,-2,-2,-8,4485,0,0,0,0,13148,433,0,0,0,0,-8663,0,0,0,0,-541250,0,10000,10000,10000,1
13517,60000,2,3,2,49,1,2,0,0,0,0,28763,25470,24125,22597,20784,15599,0,1301,1000,600,600,763,25470,23125,21597,20184,14999,452,393,249,266,367,0
13518,160000,1,2,2,24,0,0,0,0,0,0,76054,73992,73246,71321,141494,72913,3275,3000,3000,3000,3500,2500,70717,70246,68321,137994,69413,394,405,410,491,177,0
13519,200000,2,1,2,31,-1,-1,0,0,0,-1,1041,1053,3042,1381,1381,27106,2000,2011,0,0,27106,35200,-947,3042,1381,-25725,0,19318,0,0,196278,254888,0
13520,70000,2,2,1,33,0,0,0,0,0,-1,43981,33439,24926,10681,7431,4705,1683,3160,3000,3000,5060,5032,31756,21926,7681,2371,-355,718,897,1204,4737,6772,0
13521,140000,1,1,2,35,0,0,0,0,0,0,10339,18276,25852,14390,13728,2905,10006,10048,5008,2018,2005,1005,8270,20844,9382,11723,900,9719,2740,781,1393,732,0
13522,460000,1,1,1,44,-1,-1,-1,-1,-1,-1,15264,51372,103119,68541,28269,75942,51383,103142,68541,28269,76056,52143,-11,34578,0,-47787,-114,67572,13342,2741,11096,18445,0
13523,160000,2,2,2,36,-2,-2,-1,-1,-1,-1,2992,1300,8899,6257,-1197,12151,1300,12038,10696,613,14262,0,0,-1797,-4439,-15459,-2111,40234,82277,689,22794,0,0
13524,200000,2,2,1,40,-1,-1,-1,-2,-2,-2,6699,4856,-3,-3,-3,-3,4880,0,0,0,0,0,-24,-3,-3,-3,-3,0,0,0,0,0,0
13525,80000,2,3,2,55,0,0,0,0,0,0,78009,78616,49662,48867,48278,46773,2420,2000,1656,1693,1767,1581,76196,48006,47211,46511,45006,256,211,341,362,327,0
13526,310000,2,1,1,47,-2,-2,-2,-2,-2,-2,5202,6495,5781,7754,12315,14099,3000,1000,4000,5000,5000,5000,3495,1781,3754,7315,9099,1922,6159,8649,6448,4060,0
13527,290000,2,2,1,29,2,2,0,0,0,0,63872,62290,63624,64427,62853,63923,0,3000,2406,2431,2433,2434,62290,61218,62021,60420,61490,470,386,382,378,387,1
13528,120000,1,1,2,27,0,0,2,0,0,0,11472,13485,11649,11435,11400,12661,2652,0,342,521,2000,3000,10833,11307,11093,9400,10661,0,254,447,1749,2632,0
13529,20000,1,3,2,31,2,2,2,2,2,2,13335,15617,15090,16859,16472,21819,2800,0,2001,0,5782,0,12817,13089,14858,10690,16037,0,1281,0,3430,0,0
13530,90000,1,1,2,29,-1,-1,-1,0,-1,-1,140,0,280,140,133,2506,0,420,0,133,2513,910,0,280,140,-2380,-7,30000,10000,4750,179500,68421,0
13531,60000,1,1,1,60,-1,-1,-1,-1,-1,-1,390,390,2840,390,390,769,390,2840,390,390,769,390,0,2450,0,-379,0,72821,10000,1373,19718,10000,0
13532,260000,1,2,1,39,2,0,0,2,0,0,110529,113505,114531,111037,95454,96370,7010,7004,15,3000,3000,3000,106495,114516,111022,92454,93370,634,1,262,270,314,1
13533,180000,2,2,2,30,0,0,0,0,0,0,167539,171133,173037,170470,174373,163873,7782,6352,5883,6427,6500,5029,163351,167154,164587,167873,157373,379,344,371,381,288,0
13534,50000,1,3,2,41,0,0,0,0,0,0,15502,14446,10339,10766,10945,11214,1500,1500,600,500,600,500,12946,9739,10166,10345,10614,968,415,484,557,457,0
13535,50000,1,3,1,40,0,0,0,0,0,0,34582,25281,15264,12465,13262,13523,2000,2000,1000,1000,482,2000,23281,14264,11465,12780,13041,578,396,655,387,1508,0
13536,50000,1,3,2,53,0,0,0,0,0,0,48019,49127,43711,33626,19371,19808,2279,1902,1000,841,900,692,46848,42711,32626,18471,18908,396,204,192,268,357,0
13537,200000,2,1,2,32,0,0,0,0,0,0,14254,19902,17822,15022,13051,10790,10000,2000,1000,2000,1790,1000,9902,16822,14022,11261,9000,1403,502,1122,1192,766,0
13538,170000,1,2,1,35,-1,-1,-1,0,0,-1,3995,6300,15291,9085,5801,6603,6380,15291,182,116,6603,4000,-80,15109,8903,-802,0,38275,289,76,7268,6895,0
13539,50000,2,1,2,22,0,0,0,0,0,0,49086,48614,44211,27415,26630,8551,2047,1539,633,634,433,25586,46567,43578,26782,26197,8118,314,130,143,158,9608,0
